select    ---> keyword
select    ---> keyword
select    ---> keyword
select    ---> keyword
select    ---> keyword
select    ---> keyword
select    ---> keyword
select    ---> keyword
select    ---> keyword
select    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
update    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
create    ---> keyword
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
+         ---> operator
